conditions,class,confidence
"{'Eye Openness': 'high', 'Eyebrow Width': 'high', 'Eyebrow to Eye Distance': 'small', 'Mouth Openness': 'small', 'Mouth Corner to Eye Distance': 'small'}",NE,0.256404791
"{'Eye Openness': 'high', 'Eyebrow Width': 'high', 'Eyebrow to Eye Distance': 'small', 'Mouth Openness': 'small', 'Mouth Corner to Eye Distance': 'small'}",SU,0.359541068
"{'Eye Openness': 'high', 'Eyebrow Width': 'high', 'Eyebrow to Eye Distance': 'small', 'Mouth Openness': 'small', 'Mouth Corner to Eye Distance': 'small'}",SA,0.384054141
"{'Eye Openness': 'high', 'Eyebrow Width': 'high', 'Eyebrow to Eye Distance': 'small', 'Mouth Openness': 'small', 'Mouth Corner to Eye Distance': 'medium'}",NE,0.347947497
"{'Eye Openness': 'high', 'Eyebrow Width': 'high', 'Eyebrow to Eye Distance': 'small', 'Mouth Openness': 'small', 'Mouth Corner to Eye Distance': 'medium'}",SU,0.232934399
"{'Eye Openness': 'high', 'Eyebrow Width': 'high', 'Eyebrow to Eye Distance': 'small', 'Mouth Openness': 'small', 'Mouth Corner to Eye Distance': 'medium'}",FE,0.133909223
"{'Eye Openness': 'high', 'Eyebrow Width': 'high', 'Eyebrow to Eye Distance': 'small', 'Mouth Openness': 'small', 'Mouth Corner to Eye Distance': 'medium'}",SA,0.215525809
"{'Eye Openness': 'high', 'Eyebrow Width': 'high', 'Eyebrow to Eye Distance': 'small', 'Mouth Openness': 'small', 'Mouth Corner to Eye Distance': 'medium'}",HA,0.069683071
"{'Eye Openness': 'high', 'Eyebrow Width': 'high', 'Eyebrow to Eye Distance': 'small', 'Mouth Openness': 'small', 'Mouth Corner to Eye Distance': 'high'}",SU,1
"{'Eye Openness': 'high', 'Eyebrow Width': 'high', 'Eyebrow to Eye Distance': 'small', 'Mouth Openness': 'medium', 'Mouth Corner to Eye Distance': 'medium'}",HA,1
"{'Eye Openness': 'high', 'Eyebrow Width': 'high', 'Eyebrow to Eye Distance': 'small', 'Mouth Openness': 'high', 'Mouth Corner to Eye Distance': 'small'}",NE,0.232635062
"{'Eye Openness': 'high', 'Eyebrow Width': 'high', 'Eyebrow to Eye Distance': 'small', 'Mouth Openness': 'high', 'Mouth Corner to Eye Distance': 'small'}",SU,0.234521567
"{'Eye Openness': 'high', 'Eyebrow Width': 'high', 'Eyebrow to Eye Distance': 'small', 'Mouth Openness': 'high', 'Mouth Corner to Eye Distance': 'small'}",FE,0.214683239
"{'Eye Openness': 'high', 'Eyebrow Width': 'high', 'Eyebrow to Eye Distance': 'small', 'Mouth Openness': 'high', 'Mouth Corner to Eye Distance': 'small'}",AN,0.164297483
"{'Eye Openness': 'high', 'Eyebrow Width': 'high', 'Eyebrow to Eye Distance': 'small', 'Mouth Openness': 'high', 'Mouth Corner to Eye Distance': 'small'}",SA,0.143096454
"{'Eye Openness': 'high', 'Eyebrow Width': 'high', 'Eyebrow to Eye Distance': 'small', 'Mouth Openness': 'high', 'Mouth Corner to Eye Distance': 'small'}",DI,0.010766194
"{'Eye Openness': 'high', 'Eyebrow Width': 'high', 'Eyebrow to Eye Distance': 'small', 'Mouth Openness': 'high', 'Mouth Corner to Eye Distance': 'medium'}",NE,0.222175156
"{'Eye Openness': 'high', 'Eyebrow Width': 'high', 'Eyebrow to Eye Distance': 'small', 'Mouth Openness': 'high', 'Mouth Corner to Eye Distance': 'medium'}",SU,0.23730939
"{'Eye Openness': 'high', 'Eyebrow Width': 'high', 'Eyebrow to Eye Distance': 'small', 'Mouth Openness': 'high', 'Mouth Corner to Eye Distance': 'medium'}",FE,0.207067519
"{'Eye Openness': 'high', 'Eyebrow Width': 'high', 'Eyebrow to Eye Distance': 'small', 'Mouth Openness': 'high', 'Mouth Corner to Eye Distance': 'medium'}",AN,0.109048683
"{'Eye Openness': 'high', 'Eyebrow Width': 'high', 'Eyebrow to Eye Distance': 'small', 'Mouth Openness': 'high', 'Mouth Corner to Eye Distance': 'medium'}",SA,0.111220577
"{'Eye Openness': 'high', 'Eyebrow Width': 'high', 'Eyebrow to Eye Distance': 'small', 'Mouth Openness': 'high', 'Mouth Corner to Eye Distance': 'medium'}",HA,0.093706317
"{'Eye Openness': 'high', 'Eyebrow Width': 'high', 'Eyebrow to Eye Distance': 'small', 'Mouth Openness': 'high', 'Mouth Corner to Eye Distance': 'medium'}",DI,0.019472357
"{'Eye Openness': 'high', 'Eyebrow Width': 'high', 'Eyebrow to Eye Distance': 'medium', 'Mouth Openness': 'small', 'Mouth Corner to Eye Distance': 'small'}",NE,0.310209664
"{'Eye Openness': 'high', 'Eyebrow Width': 'high', 'Eyebrow to Eye Distance': 'medium', 'Mouth Openness': 'small', 'Mouth Corner to Eye Distance': 'small'}",SU,0.434988416
"{'Eye Openness': 'high', 'Eyebrow Width': 'high', 'Eyebrow to Eye Distance': 'medium', 'Mouth Openness': 'small', 'Mouth Corner to Eye Distance': 'small'}",SA,0.25480192
"{'Eye Openness': 'high', 'Eyebrow Width': 'high', 'Eyebrow to Eye Distance': 'medium', 'Mouth Openness': 'small', 'Mouth Corner to Eye Distance': 'medium'}",NE,0.372481194
"{'Eye Openness': 'high', 'Eyebrow Width': 'high', 'Eyebrow to Eye Distance': 'medium', 'Mouth Openness': 'small', 'Mouth Corner to Eye Distance': 'medium'}",SU,0.24935855
"{'Eye Openness': 'high', 'Eyebrow Width': 'high', 'Eyebrow to Eye Distance': 'medium', 'Mouth Openness': 'small', 'Mouth Corner to Eye Distance': 'medium'}",FE,0.143351131
"{'Eye Openness': 'high', 'Eyebrow Width': 'high', 'Eyebrow to Eye Distance': 'medium', 'Mouth Openness': 'small', 'Mouth Corner to Eye Distance': 'medium'}",SA,0.160212717
"{'Eye Openness': 'high', 'Eyebrow Width': 'high', 'Eyebrow to Eye Distance': 'medium', 'Mouth Openness': 'small', 'Mouth Corner to Eye Distance': 'medium'}",HA,0.074596408
"{'Eye Openness': 'high', 'Eyebrow Width': 'high', 'Eyebrow to Eye Distance': 'medium', 'Mouth Openness': 'small', 'Mouth Corner to Eye Distance': 'high'}",SU,1
"{'Eye Openness': 'high', 'Eyebrow Width': 'high', 'Eyebrow to Eye Distance': 'medium', 'Mouth Openness': 'medium', 'Mouth Corner to Eye Distance': 'medium'}",HA,1
"{'Eye Openness': 'high', 'Eyebrow Width': 'high', 'Eyebrow to Eye Distance': 'medium', 'Mouth Openness': 'high', 'Mouth Corner to Eye Distance': 'small'}",NE,0.235767109
"{'Eye Openness': 'high', 'Eyebrow Width': 'high', 'Eyebrow to Eye Distance': 'medium', 'Mouth Openness': 'high', 'Mouth Corner to Eye Distance': 'small'}",SU,0.237679013
"{'Eye Openness': 'high', 'Eyebrow Width': 'high', 'Eyebrow to Eye Distance': 'medium', 'Mouth Openness': 'high', 'Mouth Corner to Eye Distance': 'small'}",FE,0.217573594
"{'Eye Openness': 'high', 'Eyebrow Width': 'high', 'Eyebrow to Eye Distance': 'medium', 'Mouth Openness': 'high', 'Mouth Corner to Eye Distance': 'small'}",AN,0.171626431
"{'Eye Openness': 'high', 'Eyebrow Width': 'high', 'Eyebrow to Eye Distance': 'medium', 'Mouth Openness': 'high', 'Mouth Corner to Eye Distance': 'small'}",SA,0.12644271
"{'Eye Openness': 'high', 'Eyebrow Width': 'high', 'Eyebrow to Eye Distance': 'medium', 'Mouth Openness': 'high', 'Mouth Corner to Eye Distance': 'small'}",DI,0.010911143
"{'Eye Openness': 'high', 'Eyebrow Width': 'high', 'Eyebrow to Eye Distance': 'medium', 'Mouth Openness': 'high', 'Mouth Corner to Eye Distance': 'medium'}",NE,0.225070234
"{'Eye Openness': 'high', 'Eyebrow Width': 'high', 'Eyebrow to Eye Distance': 'medium', 'Mouth Openness': 'high', 'Mouth Corner to Eye Distance': 'medium'}",SU,0.240401676
"{'Eye Openness': 'high', 'Eyebrow Width': 'high', 'Eyebrow to Eye Distance': 'medium', 'Mouth Openness': 'high', 'Mouth Corner to Eye Distance': 'medium'}",FE,0.209765735
"{'Eye Openness': 'high', 'Eyebrow Width': 'high', 'Eyebrow to Eye Distance': 'medium', 'Mouth Openness': 'high', 'Mouth Corner to Eye Distance': 'medium'}",AN,0.110469654
"{'Eye Openness': 'high', 'Eyebrow Width': 'high', 'Eyebrow to Eye Distance': 'medium', 'Mouth Openness': 'high', 'Mouth Corner to Eye Distance': 'medium'}",SA,0.099639241
"{'Eye Openness': 'high', 'Eyebrow Width': 'high', 'Eyebrow to Eye Distance': 'medium', 'Mouth Openness': 'high', 'Mouth Corner to Eye Distance': 'medium'}",HA,0.094927367
"{'Eye Openness': 'high', 'Eyebrow Width': 'high', 'Eyebrow to Eye Distance': 'medium', 'Mouth Openness': 'high', 'Mouth Corner to Eye Distance': 'medium'}",DI,0.019726094
"{'Eye Openness': 'high', 'Eyebrow Width': 'high', 'Eyebrow to Eye Distance': 'high', 'Mouth Openness': 'small', 'Mouth Corner to Eye Distance': 'small'}",SU,0.257256144
"{'Eye Openness': 'high', 'Eyebrow Width': 'high', 'Eyebrow to Eye Distance': 'high', 'Mouth Openness': 'small', 'Mouth Corner to Eye Distance': 'small'}",FE,0.178897179
"{'Eye Openness': 'high', 'Eyebrow Width': 'high', 'Eyebrow to Eye Distance': 'high', 'Mouth Openness': 'small', 'Mouth Corner to Eye Distance': 'small'}",AN,0.005067572
"{'Eye Openness': 'high', 'Eyebrow Width': 'high', 'Eyebrow to Eye Distance': 'high', 'Mouth Openness': 'small', 'Mouth Corner to Eye Distance': 'small'}",SA,0.296186693
"{'Eye Openness': 'high', 'Eyebrow Width': 'high', 'Eyebrow to Eye Distance': 'high', 'Mouth Openness': 'small', 'Mouth Corner to Eye Distance': 'small'}",DI,0.262592413
"{'Eye Openness': 'high', 'Eyebrow Width': 'high', 'Eyebrow to Eye Distance': 'high', 'Mouth Openness': 'small', 'Mouth Corner to Eye Distance': 'medium'}",NE,0.137331539
"{'Eye Openness': 'high', 'Eyebrow Width': 'high', 'Eyebrow to Eye Distance': 'high', 'Mouth Openness': 'small', 'Mouth Corner to Eye Distance': 'medium'}",SU,0.171024291
"{'Eye Openness': 'high', 'Eyebrow Width': 'high', 'Eyebrow to Eye Distance': 'high', 'Mouth Openness': 'small', 'Mouth Corner to Eye Distance': 'medium'}",FE,0.360090956
"{'Eye Openness': 'high', 'Eyebrow Width': 'high', 'Eyebrow to Eye Distance': 'high', 'Mouth Openness': 'small', 'Mouth Corner to Eye Distance': 'medium'}",AN,0.011487677
"{'Eye Openness': 'high', 'Eyebrow Width': 'high', 'Eyebrow to Eye Distance': 'high', 'Mouth Openness': 'small', 'Mouth Corner to Eye Distance': 'medium'}",SA,0.166578145
"{'Eye Openness': 'high', 'Eyebrow Width': 'high', 'Eyebrow to Eye Distance': 'high', 'Mouth Openness': 'small', 'Mouth Corner to Eye Distance': 'medium'}",HA,0.051162464
"{'Eye Openness': 'high', 'Eyebrow Width': 'high', 'Eyebrow to Eye Distance': 'high', 'Mouth Openness': 'small', 'Mouth Corner to Eye Distance': 'medium'}",DI,0.102324928
"{'Eye Openness': 'high', 'Eyebrow Width': 'high', 'Eyebrow to Eye Distance': 'high', 'Mouth Openness': 'small', 'Mouth Corner to Eye Distance': 'high'}",NE,0.983628053
"{'Eye Openness': 'high', 'Eyebrow Width': 'high', 'Eyebrow to Eye Distance': 'high', 'Mouth Openness': 'small', 'Mouth Corner to Eye Distance': 'high'}",SU,0.016371947
"{'Eye Openness': 'high', 'Eyebrow Width': 'high', 'Eyebrow to Eye Distance': 'high', 'Mouth Openness': 'medium', 'Mouth Corner to Eye Distance': 'medium'}",HA,1
"{'Eye Openness': 'high', 'Eyebrow Width': 'high', 'Eyebrow to Eye Distance': 'high', 'Mouth Openness': 'high', 'Mouth Corner to Eye Distance': 'small'}",NE,0.016094786
"{'Eye Openness': 'high', 'Eyebrow Width': 'high', 'Eyebrow to Eye Distance': 'high', 'Mouth Openness': 'high', 'Mouth Corner to Eye Distance': 'small'}",SU,0.124771036
"{'Eye Openness': 'high', 'Eyebrow Width': 'high', 'Eyebrow to Eye Distance': 'high', 'Mouth Openness': 'high', 'Mouth Corner to Eye Distance': 'small'}",FE,0.257867252
"{'Eye Openness': 'high', 'Eyebrow Width': 'high', 'Eyebrow to Eye Distance': 'high', 'Mouth Openness': 'high', 'Mouth Corner to Eye Distance': 'small'}",AN,0.288071399
"{'Eye Openness': 'high', 'Eyebrow Width': 'high', 'Eyebrow to Eye Distance': 'high', 'Mouth Openness': 'high', 'Mouth Corner to Eye Distance': 'small'}",SA,0.185331257
"{'Eye Openness': 'high', 'Eyebrow Width': 'high', 'Eyebrow to Eye Distance': 'high', 'Mouth Openness': 'high', 'Mouth Corner to Eye Distance': 'small'}",DI,0.127864271
"{'Eye Openness': 'high', 'Eyebrow Width': 'high', 'Eyebrow to Eye Distance': 'high', 'Mouth Openness': 'high', 'Mouth Corner to Eye Distance': 'medium'}",NE,0.104603085
"{'Eye Openness': 'high', 'Eyebrow Width': 'high', 'Eyebrow to Eye Distance': 'high', 'Mouth Openness': 'high', 'Mouth Corner to Eye Distance': 'medium'}",SU,0.192763717
"{'Eye Openness': 'high', 'Eyebrow Width': 'high', 'Eyebrow to Eye Distance': 'high', 'Mouth Openness': 'high', 'Mouth Corner to Eye Distance': 'medium'}",FE,0.332963099
"{'Eye Openness': 'high', 'Eyebrow Width': 'high', 'Eyebrow to Eye Distance': 'high', 'Mouth Openness': 'high', 'Mouth Corner to Eye Distance': 'medium'}",AN,0.149882124
"{'Eye Openness': 'high', 'Eyebrow Width': 'high', 'Eyebrow to Eye Distance': 'high', 'Mouth Openness': 'high', 'Mouth Corner to Eye Distance': 'medium'}",SA,0.139271706
"{'Eye Openness': 'high', 'Eyebrow Width': 'high', 'Eyebrow to Eye Distance': 'high', 'Mouth Openness': 'high', 'Mouth Corner to Eye Distance': 'medium'}",HA,0.00900181
"{'Eye Openness': 'high', 'Eyebrow Width': 'high', 'Eyebrow to Eye Distance': 'high', 'Mouth Openness': 'high', 'Mouth Corner to Eye Distance': 'medium'}",DI,0.071514458
"{'Eye Openness': 'high', 'Eyebrow Width': 'high', 'Eyebrow to Eye Distance': 'high', 'Mouth Openness': 'high', 'Mouth Corner to Eye Distance': 'high'}",NE,1
